note_id,content,create_time,create_date_time,liked_count,comments_count,shared_count,last_modify_ts,note_url,ip_location,user_id,nickname,gender,profile_url,avatar,source_keyword,source_keywords_merged,is_event_related,exclude_reason,publish_time,in_event_window,engagement
5283226341871143,🍵李荣浩被网友开扒其回应撒谎，《小眼睛》在中华音乐著作权协会上登记的是李荣浩自己的公司（重点图6图7） #李荣浩 撒谎#,1775131580,2026-04-02 12:06:20+08:00,226178,4498,11633,1780544593578,https://m.weibo.cn/detail/5283226341871143,广东,7778100590,老爹站经典版,f,https://m.weibo.cn/u/7778100590?launchid=10000360-page_H5,"https://tvax2.sinaimg.cn/crop.0.0.592.592.180/008uo7hkly8ick21g2qqxj30gg0gg74m.jpg?KID=imgbed,tva&Expires=1780555392&ssig=GxO6Y9eJke",李荣浩 版权,李荣浩 版权,True,,2026-04-02 12:06:20+08:00,True,242309
5283370388950749,因为李荣浩老师的粉丝，做了一个“五问李荣浩”的视频，上线不到3分钟被下架。一堆人评论说，我算什么东西，我什么都不算，那干嘛那么在意我那两句话呢？备录个文字版吧。第一问李老师，十年了，为什么现在出来解释抄袭的事，十年过程中，你有很多次都可以回应，为什么偏偏是现在？第二问有...全文,1775165924,2026-04-02 21:38:44+08:00,107832,4160,4330,1780544597001,https://m.weibo.cn/detail/5283370388950749,北京,6486993049,席瑞就是花花,m,https://m.weibo.cn/u/6486993049?launchid=10000360-page_H5,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.180/00750Le9ly8i2a91y6vg7j30u00u0q5w.jpg?KID=imgbed,tva&Expires=1780555392&ssig=YkZMAcvAq9",李荣浩 版权,李荣浩 版权,True,,2026-04-02 21:38:44+08:00,True,116322
5283019191486743,下面我从一个真·文科生的角度来分析一下李荣浩那篇文章的逻辑问题和话术技巧。1. “我没有抄袭！哪个250会抄 100% 一样？”，“我怎么可能自己写了首小眼睛”，“刚出道不会给自己挖坑”。这里其实有两个逻辑陷阱。一个是动机谬误：我没有动机这么做=我不会这么做（belike 宜修说自己已经是皇后了何...全文,1775082192,2026-04-01 22:23:12+08:00,18695,26,1415,1780549824103,https://m.weibo.cn/detail/5283019191486743,山西,1234044425,堂前萱草开,f,https://m.weibo.cn/u/1234044425?launchid=10000360-page_H5,"https://tvax2.sinaimg.cn/crop.0.0.1080.1080.180/498e0609ly8i6rvb0eltxj20u00u0my5.jpg?KID=imgbed,tva&Expires=1780560602&ssig=g0DKbZ2Xo5",李荣浩 打响 版权,李荣浩 打响 版权,True,,2026-04-01 22:23:12+08:00,True,20136
5287699149754641,小眼睛作曲被删除有网友发现，李荣浩为蔡淳佳写的小眼睛作曲一栏已经不显示了。音乐平台李荣浩不再是小眼睛作曲，不知道后面会不会加上平井坚的名字。此前，李荣浩说小眼睛和平井坚的signal百分百一样，后续会联系作者。#吴向飞发李荣浩相关情况说明#,1776197981,2026-04-14 20:19:41+08:00,1967,93,27,1780546336274,https://m.weibo.cn/detail/5287699149754641,四川,7423999102,_人间猕猴桃_,f,https://m.weibo.cn/u/7423999102?launchid=10000360-page_H5,"https://tvax4.sinaimg.cn/crop.0.0.1002.1002.180/0086qlj0ly8gj2tame2gjj30ru0rujvb.jpg?KID=imgbed,tva&Expires=1780557135&ssig=auSvcrDIgG",李荣浩 赔偿,李荣浩 赔偿,True,,2026-04-14 20:19:41+08:00,True,2087
5290104855989174,#单依纯# 粉丝和#黄霄云# 粉丝没啥好打的①两人分属两个年代，九零后与零零后②两人分属两个音乐派系，声乐歌剧与流行演唱③两人在流行音乐的成就与年龄严重倒挂④两人的商务时尚资源落差巨大⑤两人的音乐圈资源落差巨大⑥两人的演出市场身价和号召力落差巨大⑦两人在好声音和歌手节目的成绩落...全文,1776771546,2026-04-21 11:39:06+08:00,1717,154,25,1780544039368,https://m.weibo.cn/detail/5290104855989174,湖北,5893817660,桑公子新号,m,https://m.weibo.cn/u/5893817660?launchid=10000360-page_H5,"https://tvax3.sinaimg.cn/crop.0.0.1080.1080.180/006qRRdaly8iaqiiqfz9pj30u00u0ac1.jpg?KID=imgbed,tva&Expires=1780554838&ssig=ROHJs5jcHp",单依纯 道歉,单依纯 道歉,True,,2026-04-21 11:39:06+08:00,True,1896
5289132676616306,#单依纯# 投诉教程→网页链接       针对近期单依纯《假如我们还爱着》MV预告遭全网恶意网暴一事，想请@荔枝新闻 正面回应以下问题：      1. 仅仅靠一张预告截图，就对一位认真做音乐的年轻歌手展开无差别、立体式、全方位的舆论绞杀，完全不管整体作品、不管创作初衷、不管事实依据，...全文,1776539760,2026-04-18 19:16:00+08:00,1343,95,73,1780544083156,https://m.weibo.cn/detail/5289132676616306,湖北,1056791535,补丁大师,m,https://m.weibo.cn/u/1056791535?launchid=10000360-page_H5,"https://tvax4.sinaimg.cn/crop.0.0.1080.1080.180/3efd5befly8hz51pqpufjj20u00u0wgy.jpg?KID=imgbed,tva&Expires=1780554882&ssig=p%2Baltq2i7D",单依纯 道歉,单依纯 道歉,True,,2026-04-18 19:16:00+08:00,True,1511
5288952357716386,#单依纯若捆绑王菲宣传涉嫌违法#有人说单依纯像华晨宇，真是大错特错，华晨宇自己会作词作曲也不模模仿别人，是他自己的风格，最主要的是他和他的粉丝不出来作妖。孙燕姿，王菲，邓丽君，邓紫棋哪一个不是自己原创杀出来的。如果她现在开始沉淀，潜心创作，归来后蜕变了网友感觉是会原谅她的，毕...全文,1776496769,2026-04-18 07:19:29+08:00,91,122,9,1780544103910,https://m.weibo.cn/detail/5288952357716386,江苏,7805672037,弟潮流,m,https://m.weibo.cn/u/7805672037?launchid=10000360-page_H5,"https://tvax3.sinaimg.cn/crop.0.0.1080.1080.180/008wfNS5ly8i10qijtoyij30u00u00v4.jpg?KID=imgbed,tva&Expires=1780554903&ssig=%2BBc0h6pym4",单依纯 道歉,单依纯 道歉,True,,2026-04-18 07:19:29+08:00,True,222
5284285649004918,#人民日报谈李荣浩单依纯版权风波#一句“又能怎”，暴露了多大的傲慢？明知被拒，依然开唱。单依纯在演唱会上强行翻唱李荣浩的《李白》，这并非简单的“流程疏忽”，而是一次对版权红线的公然践踏。人民日报对此事的评论一针见血，直指其“又能怎”的改编念白，恰恰折射出其对规则的极度漠视...全文,1775384139,2026-04-05 10:15:39+08:00,135,48,0,1780541767865,https://m.weibo.cn/detail/5284285649004918,江西,5131584588,阿修的梨梨呢,f,https://m.weibo.cn/u/5131584588?launchid=10000360-page_H5,"https://tvax3.sinaimg.cn/crop.0.0.1080.1080.180/005BhBzmly8ideeyed5m5j30u00u0gnv.jpg?KID=imgbed,tva&Expires=1780552566&ssig=KrmhAcfrd2",强行侵权 李白,强行侵权 李白,True,,2026-04-05 10:15:39+08:00,True,183
5284682298296511,王菲当年一个电话打给李健，问的不是“能不能唱”，而是“我想唱你的歌，行吗”。那时李健还没火，《传奇》在他手里就是首普通demo。她翻红了这首歌，也翻红了李健。二十年后，有个被说像王菲的女孩，在演唱会上唱了李荣浩的《李白》。团队去要授权，被拒了。李荣浩说得很直白：你那版加的电鼓和...全文,1775478707,2026-04-06 12:31:47+08:00,135,45,2,1780545618400,https://m.weibo.cn/detail/5284682298296511,浙江,7446424350,小兔包咿呀嘿,f,https://m.weibo.cn/u/7446424350?launchid=10000360-page_H5,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.180/0087Wr8yly8hom47nk91vj30u00u0jvh.jpg?KID=imgbed,tva&Expires=1780556417&ssig=hzUVZkC3Zc",单依纯 道歉 李白,单依纯 道歉 李白,True,,2026-04-06 12:31:47+08:00,True,182
5284282186600566,#人民日报谈李荣浩单依纯版权风波#单依纯团队在深圳演唱会前向中国音乐著作权协会申请翻唱《李白》授权，李荣浩方通过邮件明确拒绝。3月28日演唱会中，单依纯仍表演改编版《李白》（含电子鼓及“如何呢？又能怎？”等新增游戏梗歌词），李荣浩次日晒出音著协未授权声明，定性为“强行侵权”。单依纯...全文,1775383313,2026-04-05 10:01:53+08:00,153,24,0,1780547145994,https://m.weibo.cn/detail/5284282186600566,山东,7385820124,涩谷婕,f,https://m.weibo.cn/u/7385820124?launchid=10000360-page_H5,"https://tvax2.sinaimg.cn/crop.0.0.1080.1080.180/0083Q9d2ly8idgruj89ngj30u00u0tfi.jpg?KID=imgbed,tva&Expires=1780557942&ssig=uPUJHogiwW",单依纯 停唱 李白,单依纯 停唱 李白|单依纯 道歉 李白|强行侵权 李白|李荣浩 赔偿,True,,2026-04-05 10:01:53+08:00,True,177
